Gene	numberofposfactors	txids	interpolyAdist
ENSG00000214114.8	2	ENST00000494695.4_ENST00000397572.4	1272
ENSG00000158315.10	3	ENST00000540558.1_ENST00000289248.6_ENST00000372990.5	NA
ENSG00000174574.15	4	ENST00000531822.1_ENST00000446189.6_ENST00000372984.8_ENST00000432648.7	NA
ENSG00000127603.25	4	ENST00000484793.5_ENST00000602421.5_ENST00000372915.7,ENST00000289893.8,ENST00000360115.8,ENST00000361689.6,ENST00000372925.6,ENST00000442046.5,ENST00000446276.5_ENST00000564288.5,ENST00000567887.5	NA
ENSG00000090621.13	3	ENST00000421687.6_ENST00000530186.1_ENST00000437136.5,ENST00000372862.7,ENST00000372858.7,ENST00000372857.7,ENST00000372856.7	NA
ENSG00000084072.16	3	ENST00000470213.5_ENST00000324379.9_ENST00000356511.6,ENST00000372830.5	NA
ENSG00000043514.15	3	ENST00000541099.5_ENST00000441669.6,ENST00000316891.9,ENST00000372818.5_ENST00000537440.5	NA
ENSG00000116990.10	3	ENST00000372815.1_ENST00000372816.2_ENST00000397332.2	NA
ENSG00000131236.16	5	ENST00000372792.6_ENST00000372798.5_ENST00000372805.7_ENST00000372802.5_ENST00000340450.7,ENST00000372797.7	NA
ENSG00000131238.17	3	ENST00000641381.1_ENST00000530076.6,ENST00000641083.1,ENST00000641471.1,ENST00000433473.8,ENST00000439754.6,ENST00000641319.1,ENST00000449045.7_ENST00000642050.1	NA
ENSG00000187801.14	2	ENST00000484445.5_ENST00000361584.4,ENST00000411995.6	38
ENSG00000187815.9	2	ENST00000372705.3_ENST00000372706.5	55
ENSG00000164002.11	2	ENST00000358527.6,ENST00000372703.1_ENST00000296380.8	519
ENSG00000117010.15	2	ENST00000372696.3,ENST00000372697.7_ENST00000372699.7	3132
ENSG00000117016.9	2	ENST00000372683.1_ENST00000372684.7	5535
ENSG00000066136.20	3	ENST00000372651.5_ENST00000440226.7,ENST00000372654.5,ENST00000372653.5,ENST00000427410.6,ENST00000425457.6_ENST00000456393.6,ENST00000308733.9,ENST00000372652.5,ENST00000414185.1,ENST00000447388.7	NA
ENSG00000117013.15	3	ENST00000509682.6_ENST00000443478.3_ENST00000347132.9,ENST00000642618.1	NA
ENSG00000171793.13	2	ENST00000372616.1_ENST00000372621.8	786
ENSG00000010803.16	2	ENST00000456518.3_ENST00000472037.5,ENST00000397174.6,ENST00000326197.11,ENST00000402904.6,ENST00000361191.9,ENST00000361705.7,ENST00000397171.6,ENST00000372595.5,ENST00000337495.9,ENST00000372596.5,ENST00000372597.5	990
ENSG00000198815.8	2	ENST00000454417.1_ENST00000372571.5,ENST00000545068.5,ENST00000372572.5,ENST00000361776.5,ENST00000361346.5,ENST00000372573.5	88392
ENSG00000127125.8	3	ENST00000372560.3_ENST00000372562.1_ENST00000372556.3,ENST00000372561.3	NA
ENSG00000186409.15	3	ENST00000428554.6_ENST00000340612.5_ENST00000342022.8	NA
ENSG00000171960.10	2	ENST00000372549.1_ENST00000304979.7	17393
ENSG00000164007.10	2	ENST00000372539.3_ENST00000296387.5,ENST00000539749.5	1902
ENSG00000117385.15	2	ENST00000236040.8,ENST00000296388.9_ENST00000397054.7	40
ENSG00000274386.5	2	ENST00000536543.5_ENST00000637012.1	2588
ENSG00000117394.21	3	ENST00000460369.3_ENST00000475162.3_ENST00000426263.8	NA
ENSG00000243710.7	2	ENST00000528956.5_ENST00000610710.4,ENST00000372492.8	43480
ENSG00000253313.5	2	ENST00000423420.1_ENST00000523677.5	778
ENSG00000066056.13	2	ENST00000538015.1_ENST00000372476.7	14140
ENSG00000159479.16	3	ENST00000372455.4_ENST00000372457.8_ENST00000290663.10	NA
ENSG00000198198.15	3	ENST00000372450.8_ENST00000634258.2_ENST00000562955.2	NA
ENSG00000178922.16	3	ENST00000486909.1_ENST00000470662.5,ENST00000487366.5,ENST00000372430.7,ENST00000372433.5,ENST00000372434.5,ENST00000372432.5_ENST00000372425.8,ENST00000583037.5	NA
ENSG00000142949.16	5	ENST00000617451.4_ENST00000412568.6_ENST00000438120.5_ENST00000414879.5_ENST00000429895.5,ENST00000372407.4,ENST00000359947.8	NA
ENSG00000126091.20	11	ENST00000484868.2_ENST00000645161.1_ENST00000643989.1_ENST00000645034.1_ENST00000372365.5,ENST00000372369.5,ENST00000531993.6_ENST00000361812.9_ENST00000645117.1_ENST00000372372.7_ENST00000372366.6,ENST00000332628.11_ENST00000644287.1_ENST00000372368.7,ENST00000372374.7,ENST00000647503.1,ENST00000644195.1,ENST00000262915.8,ENST00000643252.1,ENST00000351035.8,ENST00000642934.1,ENST00000644922.1,ENST00000646686.1,ENST00000647237.1,ENST00000533933.6,ENST00000353126.8,ENST00000646971.1,ENST00000642331.1,ENST00000647148.1,ENST00000361746.9,ENST00000361392.9,ENST00000361400.9,ENST00000330208.6,ENST00000335430.10,ENST00000347631.7,ENST00000545417.5	NA
ENSG00000117407.16	4	ENST00000472435.1,ENST00000479128.5_ENST00000438616.3_ENST00000372354.3_ENST00000414809.7,ENST00000498139.6,ENST00000372359.9	NA
ENSG00000117408.10	2	ENST00000372339.3_ENST00000372343.7	270
ENSG00000132768.13	3	ENST00000459879.1_ENST00000396758.6_ENST00000255108.7	NA
ENSG00000117410.13	3	ENST00000471859.6_ENST00000532642.5_ENST00000236067.8,ENST00000472174.6,ENST00000498664.1	NA
ENSG00000196517.11	5	ENST00000357730.6,ENST00000360584.6_ENST00000475075.6_ENST00000372310.7_ENST00000372306.7_ENST00000372307.7	NA
ENSG00000126106.13	3	ENST00000372235.7_ENST00000372237.7_ENST00000372242.7,ENST00000372243.7,ENST00000372244.3	NA
ENSG00000222009.8	2	ENST00000409335.6_ENST00000450269.5	203
ENSG00000117425.13	2	ENST00000372192.3_ENST00000438067.5,ENST00000447098.6	2089
ENSG00000070785.16	3	ENST00000372183.7_ENST00000439363.5,ENST00000360403.6_ENST00000620860.4	NA
ENSG00000132781.17	3	ENST00000529892.5_ENST00000372104.5,ENST00000448481.5,ENST00000456914.6,ENST00000488731.6,ENST00000354383.10,ENST00000355498.6,ENST00000531105.5,ENST00000372098.7,ENST00000372110.7,ENST00000372115.7,ENST00000450313.5_ENST00000529984.5	NA
ENSG00000280670.2	2	ENST00000629482.2_ENST00000626657.2	517
ENSG00000132763.14	2	ENST00000616135.1_ENST00000401061.8	2317
ENSG00000117448.13	2	ENST00000471651.1_ENST00000621846.4,ENST00000351829.8,ENST00000372070.7	2461
ENSG00000132780.16	3	ENST00000531612.5_ENST00000372052.8,ENST00000351223.7,ENST00000534450.1_ENST00000350030.7,ENST00000537798.5	NA
ENSG00000159588.14	3	ENST00000445048.2_ENST00000528266.5_ENST00000421127.6	NA
ENSG00000117461.14	2	ENST00000423209.5_ENST00000262741.9,ENST00000372006.5,ENST00000420542.5	3520
ENSG00000085999.11	2	ENST00000488942.5_ENST00000371975.8,ENST00000442598.5	34
ENSG00000132128.16	3	ENST00000617760.4,ENST00000615587.4,ENST00000343304.10_ENST00000617190.4_ENST00000496156.5	NA
ENSG00000162456.9	2	ENST00000396314.3_ENST00000481882.6	48
ENSG00000079277.19	4	ENST00000465783.5_ENST00000428112.6_ENST00000524749.5_ENST00000371946.8,ENST00000371945.8,ENST00000341183.9	NA
ENSG00000123472.12	7	ENST00000532925.5_ENST00000534216.5_ENST00000329231.8_ENST00000526821.5_ENST00000542495.5,ENST00000574428.5,ENST00000371937.8_ENST00000492233.5_ENST00000576409.5	NA
ENSG00000186118.8	2	ENST00000415500.1,ENST00000564373.1_ENST00000334122.4	100
ENSG00000142973.13	3	ENST00000371919.8,ENST00000614163.4_ENST00000371923.8_ENST00000271153.8	NA
ENSG00000187048.12	3	ENST00000371905.1_ENST00000462347.5_ENST00000371904.8,ENST00000310638.8	NA
ENSG00000162365.11	4	ENST00000294337.7_ENST00000619754.4_ENST00000371890.7_ENST00000620131.1,ENST00000371891.7	NA
ENSG00000123473.15	2	ENST00000396221.6_ENST00000371877.7,ENST00000337817.9,ENST00000360380.7	483
ENSG00000162368.13	3	ENST00000471289.2_ENST00000450808.2_ENST00000371873.9	NA
ENSG00000117834.12	2	ENST00000533824.5_ENST00000438567.6,ENST00000236495.9	1043
ENSG00000132122.11	2	ENST00000371843.7_ENST00000371847.7,ENST00000396199.7	2463
ENSG00000186094.16	4	ENST00000371836.1_ENST00000371838.5_ENST00000416121.5_ENST00000371839.5	NA
ENSG00000162374.16	5	ENST00000357083.8,ENST00000371823.8_ENST00000448907.6_ENST00000371819.1_ENST00000371821.5_ENST00000371827.5,ENST00000371824.5	NA
ENSG00000185104.19	2	ENST00000371778.5_ENST00000396153.6	4248
ENSG00000123080.10	2	ENST00000371761.3_ENST00000262662.5,ENST00000396148.1	75
ENSG00000204006.8	2	ENST00000467127.5_ENST00000612209.1,ENST00000371759.6	241
ENSG00000085831.15	5	ENST00000262676.9_ENST00000371747.7_ENST00000371750.9_ENST00000262675.11_ENST00000530004.5,ENST00000447632.6,ENST00000413473.6	NA
ENSG00000117859.18	3	ENST00000531828.5_ENST00000361556.9,ENST00000371714.5,ENST00000428468.5,ENST00000447887.5,ENST00000453295.5,ENST00000462759.5,ENST00000486942.5_ENST00000625138.1	NA
ENSG00000117862.11	2	ENST00000610127.1_ENST00000371626.8	13368
ENSG00000134717.17	4	ENST00000484036.1_ENST00000489308.6_ENST00000472944.6_ENST00000313334.12	NA
ENSG00000157077.14	2	ENST00000357206.6_ENST00000287727.7,ENST00000371591.1	171
ENSG00000154222.14	3	ENST00000450942.2_ENST00000438021.5,ENST00000284376.7_ENST00000371586.6	NA
ENSG00000134744.13	4	ENST00000355809.4_ENST00000471623.1_ENST00000257177.8,ENST00000371544.7_ENST00000528457.5	NA
ENSG00000121310.16	3	ENST00000358358.9_ENST00000371522.8_ENST00000536120.5	NA
ENSG00000116171.17	9	ENST00000371513.9_ENST00000478274.6_ENST00000528311.5_ENST00000371509.8_ENST00000484100.5_ENST00000435345.6,ENST00000430330.6_ENST00000407246.6_ENST00000488965.1,ENST00000408941.7_ENST00000371514.7	NA
ENSG00000162383.11	2	ENST00000371491.4_ENST00000371494.8,ENST00000620288.4,ENST00000611397.4,ENST00000620347.4	20749
ENSG00000157184.6	3	ENST00000636935.1_ENST00000635862.1_ENST00000636891.1,ENST00000637252.1,ENST00000636867.1,ENST00000371486.3	NA
ENSG00000162385.10	2	ENST00000371466.4_ENST00000371470.7	34
ENSG00000157193.15	3	ENST00000347547.6_ENST00000465675.5,ENST00000354412.7,ENST00000371454.6_ENST00000306052.10	NA
ENSG00000211452.10	3	ENST00000388876.3,ENST00000524406.5,ENST00000525202.5,ENST00000532493.5_ENST00000610607.4_ENST00000322679.10,ENST00000613679.4,ENST00000617230.2,ENST00000361921.7	NA
ENSG00000081870.11	4	ENST00000371376.1_ENST00000371377.3_ENST00000194214.9_ENST00000371378.6	NA
ENSG00000203985.10	3	ENST00000371360.1_ENST00000371362.7_ENST00000420619.5,ENST00000545928.5	NA
ENSG00000116209.11	4	ENST00000371337.3_ENST00000371341.5_ENST00000371344.5,ENST00000371348.5_ENST00000234831.9	NA
ENSG00000116205.12	2	ENST00000371331.1_ENST00000234827.5	9589
ENSG00000157211.11	2	ENST00000371330.1_ENST00000530059.2	6027
ENSG00000215883.10	4	ENST00000497820.1_ENST00000493530.2_ENST00000534324.5_ENST00000287899.13	NA
ENSG00000116221.15	3	ENST00000336230.10,ENST00000360840.9_ENST00000398219.2_ENST00000605337.5	NA
ENSG00000157216.15	4	ENST00000444533.5_ENST00000357475.8_ENST00000417664.6,ENST00000371319.7,ENST00000371320.7_ENST00000610401.4	NA
ENSG00000162390.17	2	ENST00000343744.6_ENST00000371316.3	28865
ENSG00000006555.10	2	ENST00000448308.2,ENST00000371274.8_ENST00000371276.8	4839
ENSG00000116133.11	2	ENST00000436604.1_ENST00000535035.5,ENST00000371269.7	1243
ENSG00000162402.13	2	ENST00000484447.5_ENST00000294383.6	4914
ENSG00000173406.15	4	ENST00000371230.1_ENST00000371231.5_ENST00000420954.6_ENST00000414851.6,ENST00000371236.6	NA
ENSG00000162600.11	2	ENST00000371226.7_ENST00000421528.6	12792
ENSG00000162599.15	8	ENST00000496712.1_ENST00000371184.6_ENST00000485903.6,ENST00000371191.5,ENST00000371185.6_ENST00000371189.8,ENST00000407417.7_ENST00000493627.1_ENST00000371187.7_ENST00000357977.5_ENST00000403491.7	NA
ENSG00000162604.12	2	ENST00000371177.2_ENST00000606498.5,ENST00000294613.9,ENST00000371180.6	16460
ENSG00000132849.20	7	ENST00000490547.2_ENST00000494842.2_ENST00000307297.8,ENST00000465798.2_ENST00000613764.4_ENST00000371158.6_ENST00000642238.1,ENST00000646453.1_ENST00000635137.1	NA
ENSG00000132854.18	2	ENST00000371150.5,ENST00000354381.3_ENST00000317477.8,ENST00000371153.8	565
ENSG00000116641.17	6	ENST00000635827.1_ENST00000404627.3_ENST00000634264.1,ENST00000635123.1,ENST00000635253.1_ENST00000637255.1,ENST00000340370.10_ENST00000454575.6_ENST00000251157.10	NA
ENSG00000125703.14	2	ENST00000414558.2_ENST00000317868.8,ENST00000371120.7	29984
ENSG00000088035.15	2	ENST00000263440.4_ENST00000371108.8	1385
ENSG00000185483.11	2	ENST00000371080.5_ENST00000545203.2,ENST00000371079.5	38113
ENSG00000177414.13	3	ENST00000371076.7_ENST00000608956.1_ENST00000608020.5,ENST00000611228.4	NA
ENSG00000162433.14	2	ENST00000546702.5_ENST00000327299.7,ENST00000395334.6,ENST00000545314.5	5254
ENSG00000116675.15	2	ENST00000371069.4_ENST00000263441.11,ENST00000395325.7	593
ENSG00000116678.19	3	ENST00000371059.7_ENST00000616738.4,ENST00000371060.7_ENST00000349533.10	NA
ENSG00000184588.17	3	ENST00000480109.2_ENST00000329654.8_ENST00000423207.6,ENST00000371045.9	NA
ENSG00000118473.21	3	ENST00000237247.10_ENST00000435165.2,ENST00000371039.5_ENST00000371037.8	NA
ENSG00000152763.16	6	ENST00000488333.2_ENST00000371022.3_ENST00000469450.1_ENST00000531552.1,ENST00000371023.7_ENST00000464352.6_ENST00000371026.7	NA
ENSG00000198160.14	5	ENST00000371012.6_ENST00000401041.5_ENST00000371014.5,ENST00000371016.5,ENST00000401042.7_ENST00000355356.3,ENST00000357692.6_ENST00000355977.10,ENST00000371018.7	NA
ENSG00000203963.11	2	ENST00000621590.4_ENST00000371006.5,ENST00000475209.6,ENST00000371007.6	232
ENSG00000162594.15	4	ENST00000637002.1_ENST00000425614.3_ENST00000395227.2_ENST00000347310.9	NA
ENSG00000081985.10	2	ENST00000371000.5_ENST00000262345.5,ENST00000541374.5,ENST00000544434.5	1065
ENSG00000142864.14	4	ENST00000370990.5_ENST00000361219.10_ENST00000370995.6_ENST00000370994.8	NA
ENSG00000116717.11	2	ENST00000370985.3_ENST00000370986.8,ENST00000617962.1	451
ENSG00000162595.6	2	ENST00000646789.1_ENST00000370981.2	66
ENSG00000116729.13	4	ENST00000370971.1_ENST00000370976.7_ENST00000262348.8_ENST00000354777.6	NA
ENSG00000033122.18	4	ENST00000370958.5_ENST00000415775.2_ENST00000035383.9_ENST00000310961.9	NA
ENSG00000116754.13	3	ENST00000370951.5_ENST00000370949.1_ENST00000370950.7	NA
ENSG00000118454.12	2	ENST00000262346.6_ENST00000370944.8	649
ENSG00000197568.13	2	ENST00000361764.8_ENST00000370940.5,ENST00000359875.9	112
ENSG00000116761.11	3	ENST00000346806.2_ENST00000370938.7_ENST00000411986.6	NA
ENSG00000050628.20	6	ENST00000370924.4_ENST00000351052.9_ENST00000306666.9_ENST00000356595.8_ENST00000460330.5_ENST00000370931.7,ENST00000370932.6,ENST00000628037.2	NA
ENSG00000132485.13	2	ENST00000254821.10_ENST00000370920.7	46
ENSG00000172260.14	2	ENST00000306821.3_ENST00000357731.9	7004
ENSG00000162620.15	4	ENST00000370911.7_ENST00000444984.1_ENST00000370909.6_ENST00000417067.5,ENST00000395089.5,ENST00000354431.8	NA
ENSG00000254685.6	3	ENST00000467578.6_ENST00000370894.9,ENST00000534056.5_ENST00000370898.7	NA
ENSG00000259030.6	3	ENST00000370893.1_ENST00000370895.5_ENST00000370899.7	NA
ENSG00000116783.14	3	ENST00000526236.5_ENST00000525480.2_ENST00000326637.7	NA
ENSG00000178965.13	2	ENST00000420661.6_ENST00000326665.9	21216
ENSG00000116791.13	2	ENST00000370871.7_ENST00000370872.7,ENST00000340866.9,ENST00000417775.5	482
ENSG00000162623.15	2	ENST00000479111.5_ENST00000370867.7,ENST00000457880.6	2274
ENSG00000137968.16	2	ENST00000370855.5_ENST00000370859.7	2344
ENSG00000117054.13	3	ENST00000420607.6_ENST00000370834.9_ENST00000370841.8,ENST00000541113.5	NA
ENSG00000137955.15	2	ENST00000370826.3_ENST00000319942.7	4966
ENSG00000184005.10	2	ENST00000621530.1_ENST00000328299.3	221598
ENSG00000142892.14	2	ENST00000359130.1_ENST00000370812.7,ENST00000445065.5	64546
ENSG00000154027.18	2	ENST00000478255.1_ENST00000344720.9,ENST00000354567.6	1238
ENSG00000036549.12	2	ENST00000370798.5_ENST00000370801.7	388
ENSG00000077254.14	2	ENST00000370792.7_ENST00000481579.5,ENST00000357428.5,ENST00000370793.5,ENST00000370794.7	15665
ENSG00000180488.15	5	ENST00000645756.1_ENST00000646892.1,ENST00000642959.1,ENST00000645526.1_ENST00000370791.7_ENST00000643390.1_ENST00000443751.3	NA
ENSG00000162614.18	2	ENST00000334785.11_ENST00000330010.12,ENST00000342754.5	671
ENSG00000137959.15	2	ENST00000450498.1_ENST00000370751.9	15958
ENSG00000117114.19	4	ENST00000370721.5,ENST00000370723.5,ENST00000370725.5,ENST00000370727.5,ENST00000449420.5_ENST00000359929.7_ENST00000319517.10,ENST00000370713.5,ENST00000370715.5_ENST00000370717.6,ENST00000370728.5,ENST00000370730.5,ENST00000627151.2,ENST00000402328.2	NA
ENSG00000142875.19	4	ENST00000370680.5_ENST00000370688.7_ENST00000446538.5_ENST00000370682.7,ENST00000394838.6,ENST00000610457.1,ENST00000610703.4,ENST00000614872.4,ENST00000370685.7,ENST00000370689.6,ENST00000394839.6	NA
ENSG00000203943.8	6	ENST00000370670.2_ENST00000370669.5_ENST00000394834.7_ENST00000370671.7_ENST00000370668.7,ENST00000370673.7_ENST00000454967.1	NA
ENSG00000117133.10	2	ENST00000370656.5_ENST00000370654.5	14460
ENSG00000117155.16	3	ENST00000603677.1_ENST00000605755.5_ENST00000437941.6,ENST00000342203.7	NA
ENSG00000171517.5	2	ENST00000370611.3_ENST00000440886.1	1802
ENSG00000162643.12	2	ENST00000484007.1_ENST00000294664.10,ENST00000326813.12,ENST00000370596.5	2957
ENSG00000055732.12	3	ENST00000370587.5_ENST00000341115.8_ENST00000370589.6	NA
ENSG00000162642.13	2	ENST00000344356.5_ENST00000471115.5	5475
ENSG00000142867.12	2	ENST00000620248.1_ENST00000370580.5	1376
ENSG00000153904.19	2	ENST00000633113.1_ENST00000284031.12,ENST00000535924.6,ENST00000426972.7	2966
ENSG00000117174.10	2	ENST00000370574.3_ENST00000431532.6	3385
ENSG00000122417.15	5	ENST00000486215.1_ENST00000478286.2_ENST00000294678.6,ENST00000317336.11_ENST00000460698.6,ENST00000370566.7_ENST00000359242.7	NA
ENSG00000016490.15	2	ENST00000234701.7_ENST00000394711.1	30
ENSG00000097033.14	2	ENST00000482504.1_ENST00000535010.5,ENST00000616170.4,ENST00000370558.8	4916
ENSG00000183291.15	3	ENST00000401030.4_ENST00000370554.5_ENST00000331835.9,ENST00000611507.4,ENST00000616787.4	NA
ENSG00000153936.16	2	ENST00000370551.8_ENST00000370550.9	11553
ENSG00000143013.12	2	ENST00000370542.1_ENST00000370544.9	3515
ENSG00000065243.19	4	ENST00000316005.11_ENST00000449189.1_ENST00000370513.9_ENST00000370521.7	NA
ENSG00000137947.11	2	ENST00000448623.5_ENST00000370500.9	292
ENSG00000137944.17	2	ENST00000260508.8_ENST00000370491.7	43
ENSG00000117226.11	2	ENST00000461384.6_ENST00000370481.8	2178
ENSG00000197147.13	2	ENST00000358200.5_ENST00000640258.1,ENST00000439853.5,ENST00000330947.6	13402
ENSG00000171492.14	2	ENST00000394593.7_ENST00000337338.9	610
ENSG00000162664.16	3	ENST00000361911.9_ENST00000340281.8_ENST00000370447.3	NA
ENSG00000122482.20	3	ENST00000621077.1_ENST00000361321.5_ENST00000347275.9,ENST00000370440.5,ENST00000337393.9	NA
ENSG00000162669.15	2	ENST00000430465.1_ENST00000370425.7	1420
ENSG00000069702.10	3	ENST00000465892.6_ENST00000525962.5,ENST00000370399.6_ENST00000212355.8	NA
ENSG00000189195.12	3	ENST00000342818.4_ENST00000636278.1_ENST00000370378.5,ENST00000637221.2,ENST00000636805.1	NA
ENSG00000203910.8	2	ENST00000370373.2_ENST00000370375.7	98
ENSG00000154511.11	2	ENST00000613047.4,ENST00000370310.4,ENST00000613902.4,ENST00000616709.4_ENST00000615519.4	9423
ENSG00000143033.17	2	ENST00000370303.4_ENST00000540243.5,ENST00000545708.5,ENST00000370298.8	1930
ENSG00000117500.12	3	ENST00000370280.1_ENST00000479918.5_ENST00000370282.7	NA
ENSG00000122483.17	3	ENST00000343253.11_ENST00000401026.7_ENST00000370276.5	NA
ENSG00000117505.12	2	ENST00000370267.1_ENST00000370272.8	8330
ENSG00000137942.16	3	ENST00000604705.5_ENST00000424449.2_ENST00000260506.12,ENST00000271234.11,ENST00000370253.6	NA
ENSG00000023909.9	2	ENST00000615724.1_ENST00000370238.7	1829
ENSG00000137962.12	2	ENST00000370217.3_ENST00000260526.10	30144
ENSG00000117528.11	2	ENST00000315713.5_ENST00000370214.8	39940
ENSG00000117525.13	2	ENST00000370207.4_ENST00000334047.11	85
ENSG00000143036.16	2	ENST00000532427.5,ENST00000446120.6,ENST00000527077.5,ENST00000532670.1,ENST00000467909.5,ENST00000529450.5_ENST00000271227.10	193
ENSG00000271092.5	2	ENST00000604534.5_ENST00000604203.1	2270
ENSG00000117569.18	2	ENST00000370197.5,ENST00000370198.5,ENST00000426398.2_ENST00000609116.5	8945
ENSG00000188641.13	2	ENST00000306031.5_ENST00000370192.7	642015
ENSG00000117598.11	2	ENST00000263177.4_ENST00000370188.7	727
ENSG00000099260.10	3	ENST00000605497.5_ENST00000615664.1_ENST00000263174.8	NA
ENSG00000156869.13	2	ENST00000287474.9_ENST00000646001.1	71
ENSG00000117620.14	13	ENST00000638988.1_ENST00000639994.1_ENST00000639221.1_ENST00000640732.1,ENST00000427993.7_ENST00000640715.1_ENST00000638336.1_ENST00000639807.1_ENST00000638338.1_ENST00000640600.1_ENST00000465289.6_ENST00000370153.6_ENST00000638371.1_ENST00000533028.7	NA
ENSG00000283761.1	2	ENST00000639037.1_ENST00000638792.1	204
ENSG00000122435.9	2	ENST00000370139.1_ENST00000370141.6	9685
ENSG00000122477.12	2	ENST00000370137.5,ENST00000370138.1_ENST00000342895.7,ENST00000620882.4	404
ENSG00000137992.14	2	ENST00000370131.3_ENST00000370132.8	23624
ENSG00000137996.12	3	ENST00000370126.1_ENST00000260563.4_ENST00000370128.8	NA
ENSG00000079335.19	3	ENST00000370124.8_ENST00000635056.2,ENST00000644676.1,ENST00000361544.11_ENST00000336454.4	NA
ENSG00000162692.10	2	ENST00000370119.8_ENST00000370115.1,ENST00000294728.6,ENST00000347652.6	432
ENSG00000162695.11	3	ENST00000370111.4_ENST00000357650.8_ENST00000370112.8	NA
ENSG00000117543.20	3	ENST00000488176.1_ENST00000342173.11_ENST00000427040.2,ENST00000370109.7	NA
ENSG00000118733.16	2	ENST00000536598.1,ENST00000338858.9_ENST00000370103.8	912
ENSG00000060718.21	5	ENST00000447608.1_ENST00000644186.1,ENST00000647280.1_ENST00000461720.6_ENST00000512756.5_ENST00000370096.8,ENST00000353414.8,ENST00000358392.6	NA
